state,period,year,unemployment_rate,qty_unemployed,qty_employed,labour_force
Louisiana,M12,2016,5.4,112436,1971776,2084212
Louisiana,M11,2016,5.4,114387,1990041,2104428
Louisiana,M10,2016,5.9,124482,1993994,2118476
Louisiana,M09,2016,6.4,134882,1984067,2118949
Louisiana,M08,2016,6.5,138745,1980049,2118794
Louisiana,M07,2016,6.6,142515,2009749,2152264
Louisiana,M06,2016,6.9,149501,2005686,2155187
Louisiana,M05,2016,5.9,124825,2001313,2126138
Louisiana,M04,2016,5.7,121287,2005989,2127276
Louisiana,M03,2016,6.0,128087,1999260,2127347
Louisiana,M02,2016,5.8,121977,1988088,2110065
Louisiana,M01,2016,6.4,136134,1975488,2111622
Louisiana,M12,2015,5.4,114227,2005239,2119466
Louisiana,M11,2015,5.7,121158,2021461,2142619
Louisiana,M10,2015,6.0,128275,2026038,2154313
Louisiana,M09,2015,6.1,131565,2011294,2142859
Louisiana,M08,2015,6.4,138667,2019987,2158654
Louisiana,M07,2015,6.7,146356,2044812,2191168
Louisiana,M06,2015,7.0,154559,2042462,2197021
Louisiana,M05,2015,6.4,139660,2036649,2176309
Louisiana,M04,2015,6.0,131017,2038672,2169689
Louisiana,M03,2015,6.4,139127,2025533,2164660
Louisiana,M02,2015,6.5,139221,2014339,2153560
Louisiana,M01,2015,7.3,158665,2003219,2161884
Louisiana,M12,2014,6.4,138042,2032106,2170148
Louisiana,M11,2014,6.7,147902,2047046,2194948
Louisiana,M10,2014,6.8,149338,2049306,2198644
Louisiana,M09,2014,7.0,152332,2027957,2180289
Louisiana,M08,2014,7.3,160337,2023205,2183542
Louisiana,M07,2014,7.2,158408,2038370,2196778
Louisiana,M06,2014,7.0,152910,2027356,2180266
Louisiana,M05,2014,6.0,128987,2009584,2138571
Louisiana,M04,2014,5.1,108507,2006555,2115062
Louisiana,M03,2014,5.6,117808,1992782,2110590
Louisiana,M02,2014,5.3,109622,1971502,2081124
Louisiana,M01,2014,5.8,120784,1955713,2076497
Louisiana,M12,2013,5.0,103557,1979666,2083223
Louisiana,M11,2013,5.4,114295,1994627,2108922
Louisiana,M10,2013,6.1,127991,1982939,2110930
Louisiana,M09,2013,6.4,135116,1975948,2111064
Louisiana,M08,2013,6.9,146431,1970698,2117129
Louisiana,M07,2013,7.3,155985,1986541,2142526
Louisiana,M06,2013,7.9,170435,1977458,2147893
Louisiana,M05,2013,6.9,146049,1962602,2108651
Louisiana,M04,2013,6.5,135631,1961035,2096666
Louisiana,M03,2013,6.8,141315,1943295,2084610
Louisiana,M02,2013,6.9,142397,1930316,2072713
Louisiana,M01,2013,7.9,164162,1912097,2076259
Louisiana,M12,2012,6.4,132086,1946632,2078718
Louisiana,M11,2012,5.9,123151,1962415,2085566
Louisiana,M10,2012,6.4,134352,1964864,2099216
Louisiana,M09,2012,6.6,136952,1942830,2079782
Louisiana,M08,2012,7.3,152848,1933878,2086726
Louisiana,M07,2012,7.8,165191,1952235,2117426
Louisiana,M06,2012,8.2,174431,1948053,2122484
Louisiana,M05,2012,7.2,149403,1934504,2083907
Louisiana,M04,2012,6.6,137354,1930276,2067630
Louisiana,M03,2012,7.2,148384,1912377,2060761
Louisiana,M02,2012,7.3,148491,1893614,2042105
Louisiana,M01,2012,8.0,163071,1875963,2039034
Louisiana,M12,2011,7.0,143146,1911035,2054181
Louisiana,M11,2011,6.9,143762,1927849,2071611
Louisiana,M10,2011,7.5,157272,1928724,2085996
Louisiana,M09,2011,7.7,160580,1916277,2076857
Louisiana,M08,2011,8.1,167588,1913406,2080994
Louisiana,M07,2011,8.2,172725,1929345,2102070
Louisiana,M06,2011,8.7,183107,1918415,2101522
Louisiana,M05,2011,7.7,159854,1911475,2071329
Louisiana,M04,2011,7.4,152520,1915303,2067823
Louisiana,M03,2011,7.8,162062,1902619,2064681
Louisiana,M02,2011,7.9,162334,1886142,2048476
Louisiana,M01,2011,8.8,181406,1871657,2053063
Louisiana,M12,2010,7.9,163148,1904063,2067211
Louisiana,M11,2010,8.1,169430,1920158,2089588
Louisiana,M10,2010,8.1,169437,1930313,2099750
Louisiana,M09,2010,8.2,172831,1922747,2095578
Louisiana,M08,2010,8.7,183080,1927919,2110999
Louisiana,M07,2010,8.4,179468,1949773,2129241
Louisiana,M06,2010,8.6,183943,1944913,2128856
Louisiana,M05,2010,7.6,160108,1933291,2093399
Louisiana,M04,2010,7.1,147906,1938969,2086875
Louisiana,M03,2010,7.3,151114,1906872,2057986
Louisiana,M02,2010,7.2,147204,1887883,2035087
Louisiana,M01,2010,8.2,167016,1871324,2038340
Louisiana,M12,2009,7.0,143321,1897628,2040949
Louisiana,M11,2009,6.7,137760,1925765,2063525
Louisiana,M10,2009,7.0,145588,1922422,2068010
Louisiana,M09,2009,7.1,145735,1909896,2055631
Louisiana,M08,2009,7.4,154621,1921715,2076336
Louisiana,M07,2009,7.5,158405,1947880,2106285
Louisiana,M06,2009,7.8,163364,1936538,2099902
Louisiana,M05,2009,6.5,133213,1925525,2058738
Louisiana,M04,2009,5.8,119192,1933765,2052957
Louisiana,M03,2009,6.2,126794,1921756,2048550
Louisiana,M02,2009,6.1,125231,1924000,2049231
Louisiana,M01,2009,6.7,137386,1919722,2057108
Louisiana,M12,2008,5.5,115151,1972218,2087369
Louisiana,M11,2008,5.3,110727,1997154,2107881
Louisiana,M10,2008,5.4,115326,2007571,2122897
Louisiana,M09,2008,5.7,119344,1980259,2099603
Louisiana,M08,2008,5.5,116018,1994217,2110235
Louisiana,M07,2008,5.2,111073,2013796,2124869
Louisiana,M06,2008,5.4,113951,2001806,2115757
Louisiana,M05,2008,4.3,88866,1982094,2070960
Louisiana,M04,2008,3.6,74672,1985181,2059853
Louisiana,M03,2008,4.2,85823,1965658,2051481
Louisiana,M02,2008,3.9,79791,1950928,2030719
Louisiana,M01,2008,4.8,98708,1937689,2036397
Louisiana,M12,2007,4.1,83876,1969612,2053488
Louisiana,M11,2007,3.7,76362,1985518,2061880
Louisiana,M10,2007,3.8,77329,1975192,2052521
Louisiana,M09,2007,4.1,84469,1952091,2036560
Louisiana,M08,2007,4.4,88981,1946630,2035611
Louisiana,M07,2007,4.7,96975,1968454,2065429
Louisiana,M06,2007,5.1,105625,1956116,2061741
Louisiana,M05,2007,4.2,85567,1929356,2014923
Louisiana,M04,2007,4.0,79295,1925030,2004325
Louisiana,M03,2007,4.1,81352,1926699,2008051
Louisiana,M02,2007,4.0,80070,1905171,1985241
Louisiana,M01,2007,4.9,96848,1888583,1985431
Louisiana,M12,2006,3.9,77493,1927526,2005019
Louisiana,M11,2006,4.1,82294,1930220,2012514
Louisiana,M10,2006,4.0,81550,1932777,2014327
Louisiana,M09,2006,4.2,83838,1904318,1988156
Louisiana,M08,2006,4.5,88878,1908187,1997065
Louisiana,M07,2006,4.5,90534,1923825,2014359
Louisiana,M06,2006,5.1,103508,1916620,2020128
Louisiana,M05,2006,4.3,85631,1892624,1978255
Louisiana,M04,2006,4.1,79737,1888195,1967932
Louisiana,M03,2006,4.3,83509,1877930,1961439
Louisiana,M02,2006,4.5,86875,1858985,1945860
Louisiana,M01,2006,6.1,118541,1838567,1957108
Louisiana,M12,2005,6.7,133451,1871239,2004690
Louisiana,M11,2005,10.3,215876,1875221,2091097
Louisiana,M10,2005,10.6,223440,1880830,2104270
Louisiana,M09,2005,10.9,230825,1881239,2112064
Louisiana,M08,2005,6.1,127666,1958790,2086456
Louisiana,M07,2005,6.2,130711,1982488,2113199
Louisiana,M06,2005,6.6,139547,1969064,2108611
Louisiana,M05,2005,5.6,115392,1953561,2068953
Louisiana,M04,2005,5.1,105883,1952106,2057989
Louisiana,M03,2005,5.4,109878,1925396,2035274
Louisiana,M02,2005,5.7,115257,1910702,2025959
Louisiana,M01,2005,6.3,128284,1895978,2024262
Louisiana,M12,2004,5.5,111896,1931032,2042928
Louisiana,M11,2004,5.5,113520,1943959,2057479
Louisiana,M10,2004,5.6,115020,1940151,2055171
Louisiana,M09,2004,5.7,114564,1912709,2027273
Louisiana,M08,2004,5.9,121753,1925067,2046820
Louisiana,M07,2004,6.4,132249,1946469,2078718
Louisiana,M06,2004,7.0,145833,1928744,2074577
Louisiana,M05,2004,5.9,119570,1908531,2028101
Louisiana,M04,2004,5.5,111256,1910719,2021975
Louisiana,M03,2004,5.9,118089,1896493,2014582
Louisiana,M02,2004,5.6,111051,1886395,1997446
Louisiana,M01,2004,6.6,132879,1868162,2001041
Louisiana,M12,2003,5.4,109197,1898394,2007591
Louisiana,M11,2003,5.6,113686,1909235,2022921
Louisiana,M10,2003,5.8,117083,1906729,2023812
Louisiana,M09,2003,6.3,125315,1877502,2002817
Louisiana,M08,2003,6.9,138970,1882613,2021583
Louisiana,M07,2003,7.2,147269,1903044,2050313
Louisiana,M06,2003,7.9,163785,1901732,2065517
Louisiana,M05,2003,6.5,130791,1887083,2017874
Louisiana,M04,2003,6.1,122223,1893079,2015302
Louisiana,M03,2003,6.3,125545,1880741,2006286
Louisiana,M02,2003,6.1,121270,1873522,1994792
Louisiana,M01,2003,6.9,137064,1854012,1991076
Louisiana,M12,2002,6.0,118776,1877167,1995943
Louisiana,M11,2002,6.0,120529,1885787,2006316
Louisiana,M10,2002,5.9,118078,1897458,2015536
Louisiana,M09,2002,6.0,119333,1885249,2004582
Louisiana,M08,2002,6.4,128408,1885298,2013706
Louisiana,M07,2002,6.4,131281,1904505,2035786
Louisiana,M06,2002,7.1,144320,1898036,2042356
Louisiana,M05,2002,5.9,118097,1884612,2002709
Louisiana,M04,2002,5.7,113301,1881328,1994629
Louisiana,M03,2002,5.8,114939,1871758,1986697
Louisiana,M02,2002,5.8,114288,1866619,1980907
Louisiana,M01,2002,6.9,135561,1835934,1971495
Louisiana,M12,2001,5.9,117365,1885604,2002969
Louisiana,M11,2001,5.9,119845,1896651,2016496
Louisiana,M10,2001,5.9,119388,1908127,2027515
Louisiana,M09,2001,5.8,116472,1899973,2016445
Louisiana,M08,2001,5.9,119750,1900943,2020693
Louisiana,M07,2001,5.7,117422,1939869,2057291
Louisiana,M06,2001,6.3,130304,1933254,2063558
Louisiana,M05,2001,5.2,105023,1922255,2027278
Louisiana,M04,2001,5.1,104042,1924786,2028828
Louisiana,M03,2001,5.5,111220,1925096,2036316
Louisiana,M02,2001,5.3,107027,1909931,2016958
Louisiana,M01,2001,6.4,129953,1895331,2025284
Louisiana,M12,2000,5.2,105293,1927538,2032831
Louisiana,M11,2000,5.4,110704,1926418,2037122
Louisiana,M10,2000,5.3,108765,1928277,2037042
Louisiana,M09,2000,5.5,110035,1907608,2017643
Louisiana,M08,2000,5.8,117854,1918447,2036301
Louisiana,M07,2000,5.7,116933,1943255,2060188
Louisiana,M06,2000,6.1,126292,1948808,2075100
Louisiana,M05,2000,5.0,102757,1935244,2038001
Louisiana,M04,2000,4.4,88864,1947280,2036144
Louisiana,M03,2000,4.9,100421,1935185,2035606
Louisiana,M02,2000,4.8,97530,1923595,2021125
Louisiana,M01,2000,5.5,110778,1907012,2017790
Arkansas,M12,2016,3.8,50559,1276550,1327109
Arkansas,M11,2016,3.4,45836,1288668,1334504
Arkansas,M10,2016,3.5,46406,1296015,1342421
Arkansas,M09,2016,3.9,52163,1293350,1345513
Arkansas,M08,2016,3.9,52969,1292067,1345036
Arkansas,M07,2016,4.4,59883,1300687,1360570
Arkansas,M06,2016,4.2,57869,1304099,1361968
Arkansas,M05,2016,3.9,52655,1295372,1348027
Arkansas,M04,2016,3.6,48474,1295493,1343967
Arkansas,M03,2016,4.0,54291,1289318,1343609
Arkansas,M02,2016,4.6,61266,1276416,1337682
Arkansas,M01,2016,4.7,61989,1259895,1321884
Arkansas,M12,2015,4.2,55666,1278731,1334397
Arkansas,M11,2015,4.0,53503,1283152,1336655
Arkansas,M10,2015,4.1,54302,1283420,1337722
Arkansas,M09,2015,4.5,59937,1278096,1338033
Arkansas,M08,2015,4.7,63471,1274677,1338148
Arkansas,M07,2015,5.5,73734,1277592,1351326
Arkansas,M06,2015,5.4,72894,1279090,1351984
Arkansas,M05,2015,5.4,71701,1266543,1338244
Arkansas,M04,2015,5.1,67557,1259275,1326832
Arkansas,M03,2015,5.6,73717,1245719,1319436
Arkansas,M02,2015,6.1,80060,1236070,1316130
Arkansas,M01,2015,6.3,82313,1219721,1302034
Arkansas,M12,2014,5.5,72664,1238500,1311164
Arkansas,M11,2014,5.3,69662,1244593,1314255
Arkansas,M10,2014,5.2,67750,1244484,1312234
Arkansas,M09,2014,5.6,73663,1235443,1309106
Arkansas,M08,2014,5.9,76895,1229364,1306259
Arkansas,M07,2014,6.5,85295,1232743,1318038
Arkansas,M06,2014,6.2,81894,1235527,1317421
Arkansas,M05,2014,6.1,79057,1222978,1302035
Arkansas,M04,2014,5.7,74260,1217780,1292040
Arkansas,M03,2014,6.5,83987,1208802,1292789
Arkansas,M02,2014,7.2,92554,1194872,1287426
Arkansas,M01,2014,7.4,93972,1180535,1274507
Arkansas,M12,2013,6.8,87766,1198002,1285768
Arkansas,M11,2013,6.6,85248,1211567,1296815
Arkansas,M10,2013,6.7,86583,1213253,1299836
Arkansas,M09,2013,7.0,91419,1214981,1306400
Arkansas,M08,2013,7.2,94542,1214618,1309160
Arkansas,M07,2013,7.8,103161,1224833,1327994
Arkansas,M06,2013,7.7,102885,1229270,1332155
Arkansas,M05,2013,7.4,97374,1221118,1318492
Arkansas,M04,2013,7.0,92031,1219919,1311950
Arkansas,M03,2013,7.4,96761,1211188,1307949
Arkansas,M02,2013,8.1,105211,1201591,1306802
Arkansas,M01,2013,8.4,108803,1188476,1297279
Arkansas,M12,2012,7.4,97426,1213884,1311310
Arkansas,M11,2012,7.0,91631,1225401,1317032
Arkansas,M10,2012,7.0,92787,1235897,1328684
Arkansas,M09,2012,7.2,96516,1237440,1333956
Arkansas,M08,2012,7.5,100207,1239881,1340088
Arkansas,M07,2012,8.0,109408,1250990,1360398
Arkansas,M06,2012,7.8,106146,1262827,1368973
Arkansas,M05,2012,7.5,101047,1254469,1355516
Arkansas,M04,2012,7.1,95596,1254426,1350022
Arkansas,M03,2012,7.6,103096,1251591,1354687
Arkansas,M02,2012,8.3,111855,1239891,1351746
Arkansas,M01,2012,8.5,113799,1226827,1340626
Arkansas,M12,2011,7.8,106201,1251307,1357508
Arkansas,M11,2011,7.4,100607,1261326,1361933
Arkansas,M10,2011,7.5,102316,1264352,1366668
Arkansas,M09,2011,7.9,107718,1255688,1363406
Arkansas,M08,2011,8.1,110931,1254789,1365720
Arkansas,M07,2011,8.7,120548,1259711,1380259
Arkansas,M06,2011,8.6,118752,1257938,1376690
Arkansas,M05,2011,8.3,113396,1249961,1363357
Arkansas,M04,2011,8.1,110239,1254405,1364644
Arkansas,M03,2011,8.6,116338,1241090,1357428
Arkansas,M02,2011,9.2,123978,1226898,1350876
Arkansas,M01,2011,9.5,126996,1216698,1343694
Arkansas,M12,2010,8.2,111181,1240454,1351635
Arkansas,M11,2010,7.9,107132,1247927,1355059
Arkansas,M10,2010,7.6,103589,1252738,1356327
Arkansas,M09,2010,7.9,106797,1250253,1357050
Arkansas,M08,2010,8.1,109690,1252702,1362392
Arkansas,M07,2010,8.4,115397,1260320,1375717
Arkansas,M06,2010,8.1,111410,1265857,1377267
Arkansas,M05,2010,8.0,108847,1250681,1359528
Arkansas,M04,2010,7.8,105687,1244571,1350258
Arkansas,M03,2010,8.3,111767,1227606,1339373
Arkansas,M02,2010,9.0,119464,1213551,1333015
Arkansas,M01,2010,9.0,119140,1203292,1322432
Arkansas,M12,2009,8.1,108093,1227866,1335959
Arkansas,M11,2009,7.6,101897,1244201,1346098
Arkansas,M10,2009,7.6,102131,1248424,1350555
Arkansas,M09,2009,7.6,102138,1249085,1351223
Arkansas,M08,2009,7.7,104249,1255134,1359383
Arkansas,M07,2009,8.2,113433,1267803,1381236
Arkansas,M06,2009,8.1,112164,1268976,1381140
Arkansas,M05,2009,7.9,108025,1258389,1366414
Arkansas,M04,2009,7.5,102313,1262831,1365144
Arkansas,M03,2009,7.8,106319,1254283,1360602
Arkansas,M02,2009,8.1,109615,1250596,1360211
Arkansas,M01,2009,8.0,107766,1241203,1348969
Arkansas,M12,2008,6.6,90645,1272911,1363556
Arkansas,M11,2008,5.9,80814,1290303,1371117
Arkansas,M10,2008,5.4,74462,1304102,1378564
Arkansas,M09,2008,5.4,74202,1305528,1379730
Arkansas,M08,2008,5.4,74633,1307826,1382459
Arkansas,M07,2008,5.6,78731,1317726,1396457
Arkansas,M06,2008,5.4,74806,1322645,1397451
Arkansas,M05,2008,5.1,70673,1310399,1381072
Arkansas,M04,2008,4.7,64137,1308193,1372330
Arkansas,M03,2008,5.0,68336,1299612,1367948
Arkansas,M02,2008,5.4,74056,1288095,1362151
Arkansas,M01,2008,5.7,77387,1272869,1350256
Arkansas,M12,2007,5.2,70213,1292977,1363190
Arkansas,M11,2007,4.8,65016,1302269,1367285
Arkansas,M10,2007,4.7,64618,1302249,1366867
Arkansas,M09,2007,5.1,70503,1299877,1370380
Arkansas,M08,2007,5.2,71817,1298929,1370746
Arkansas,M07,2007,5.9,81584,1306571,1388155
Arkansas,M06,2007,5.6,77580,1313381,1390961
Arkansas,M05,2007,5.3,72401,1300045,1372446
Arkansas,M04,2007,5.0,68929,1297864,1366793
Arkansas,M03,2007,5.2,71726,1296580,1368306
Arkansas,M02,2007,5.8,78735,1281256,1359991
Arkansas,M01,2007,5.9,79419,1266871,1346290
Arkansas,M12,2006,5.0,68176,1292406,1360582
Arkansas,M11,2006,4.9,66607,1296893,1363500
Arkansas,M10,2006,4.5,61972,1301885,1363857
Arkansas,M09,2006,4.9,67285,1294683,1361968
Arkansas,M08,2006,5.2,70468,1296912,1367380
Arkansas,M07,2006,5.7,78201,1304009,1382210
Arkansas,M06,2006,5.4,75550,1312153,1387703
Arkansas,M05,2006,5.2,71397,1299423,1370820
Arkansas,M04,2006,5.0,67730,1299348,1367078
Arkansas,M03,2006,5.1,70085,1292174,1362259
Arkansas,M02,2006,5.5,75080,1281378,1356458
Arkansas,M01,2006,5.5,73492,1267613,1341105
Arkansas,M12,2005,4.9,66797,1286789,1353586
Arkansas,M11,2005,4.6,61778,1293707,1355485
Arkansas,M10,2005,4.5,60629,1298127,1358756
Arkansas,M09,2005,4.9,65966,1291196,1357162
Arkansas,M08,2005,5.2,70528,1286379,1356907
Arkansas,M07,2005,5.7,77937,1292431,1370368
Arkansas,M06,2005,5.5,75344,1291549,1366893
Arkansas,M05,2005,5.3,70920,1276958,1347878
Arkansas,M04,2005,5.0,66881,1270846,1337727
Arkansas,M03,2005,5.3,70431,1255669,1326100
Arkansas,M02,2005,6.0,78835,1240813,1319648
Arkansas,M01,2005,6.1,79530,1220913,1300443
Arkansas,M12,2004,5.4,70702,1242020,1312722
Arkansas,M11,2004,5.0,65505,1246767,1312272
Arkansas,M10,2004,4.9,64190,1245676,1309866
Arkansas,M09,2004,5.2,67698,1236414,1304112
Arkansas,M08,2004,5.4,71032,1236858,1307890
Arkansas,M07,2004,6.1,80572,1241005,1321577
Arkansas,M06,2004,6.1,80314,1238012,1318326
Arkansas,M05,2004,5.8,75314,1223139,1298453
Arkansas,M04,2004,5.5,71606,1219114,1290720
Arkansas,M03,2004,6.1,77911,1207430,1285341
Arkansas,M02,2004,6.4,81916,1196633,1278549
Arkansas,M01,2004,6.6,83585,1180409,1263994
Arkansas,M12,2003,5.6,71892,1200949,1272841
Arkansas,M11,2003,5.5,69806,1205136,1274942
Arkansas,M10,2003,5.4,68498,1208129,1276627
Arkansas,M09,2003,5.7,72703,1197769,1270472
Arkansas,M08,2003,5.9,74914,1198246,1273160
Arkansas,M07,2003,6.5,83278,1202725,1286003
Arkansas,M06,2003,6.4,82699,1206891,1289590
Arkansas,M05,2003,5.9,75484,1195127,1270611
Arkansas,M04,2003,5.7,71773,1194678,1266451
Arkansas,M03,2003,5.9,74784,1189165,1263949
Arkansas,M02,2003,6.3,79175,1183737,1262912
Arkansas,M01,2003,6.4,79753,1173035,1252788
Arkansas,M12,2002,5.4,67862,1197258,1265120
Arkansas,M11,2002,5.0,62921,1205566,1268487
Arkansas,M10,2002,4.6,59041,1215133,1274174
Arkansas,M09,2002,4.9,62685,1215598,1278283
Arkansas,M08,2002,5.2,66060,1212192,1278252
Arkansas,M07,2002,5.8,74860,1218539,1293399
Arkansas,M06,2002,5.8,74496,1220820,1295316
Arkansas,M05,2002,5.5,69660,1207739,1277399
Arkansas,M04,2002,5.4,69132,1200185,1269317
Arkansas,M03,2002,5.7,72382,1190785,1263167
Arkansas,M02,2002,6.1,76880,1178433,1255313
Arkansas,M01,2002,6.4,78925,1154819,1233744
Arkansas,M12,2001,5.3,65821,1181093,1246914
Arkansas,M11,2001,4.8,59535,1188865,1248400
Arkansas,M10,2001,4.5,55779,1196091,1251870
Arkansas,M09,2001,4.6,58171,1195264,1253435
Arkansas,M08,2001,4.8,60716,1195272,1255988
Arkansas,M07,2001,5.4,68376,1207611,1275987
Arkansas,M06,2001,5.2,66747,1208127,1274874
Arkansas,M05,2001,4.8,60517,1195853,1256370
Arkansas,M04,2001,4.6,57904,1194668,1252572
Arkansas,M03,2001,4.9,61319,1189442,1250761
Arkansas,M02,2001,5.3,66179,1178015,1244194
Arkansas,M01,2001,5.3,65133,1164975,1230108
Arkansas,M12,2000,4.1,51272,1188691,1239963
Arkansas,M11,2000,3.9,48070,1198177,1246247
Arkansas,M10,2000,3.5,44017,1205944,1249961
Arkansas,M09,2000,3.8,47620,1203405,1251025
Arkansas,M08,2000,4.1,51549,1208904,1260453
Arkansas,M07,2000,4.5,57894,1218141,1276035
Arkansas,M06,2000,4.4,56574,1229199,1285773
Arkansas,M05,2000,4.2,53083,1213421,1266504
Arkansas,M04,2000,4.0,50425,1213480,1263905
Arkansas,M03,2000,4.5,56629,1206482,1263111
Arkansas,M02,2000,5.0,62946,1192617,1255563
Arkansas,M01,2000,5.1,63187,1177884,1241071
Oregon,M12,2016,4.2,85717,1967105,2052822
Oregon,M11,2016,4.3,89684,1980731,2070415
Oregon,M10,2016,4.5,94169,1982320,2076489
Oregon,M09,2016,4.6,95099,1980589,2075688
Oregon,M08,2016,5.1,107054,1978769,2085823
Oregon,M07,2016,5.3,110678,1973524,2084202
Oregon,M06,2016,5.3,109759,1964672,2074431
Oregon,M05,2016,4.6,94466,1948925,2043391
Oregon,M04,2016,4.8,98075,1939719,2037794
Oregon,M03,2016,5.2,106457,1927931,2034388
Oregon,M02,2016,5.3,106865,1915645,2022510
Oregon,M01,2016,5.3,105493,1897921,2003414
Oregon,M12,2015,4.9,98945,1908699,2007644
Oregon,M11,2015,5.1,102441,1912771,2015212
Oregon,M10,2015,5.1,102488,1908256,2010744
Oregon,M09,2015,5.1,101570,1898245,1999815
Oregon,M08,2015,5.6,113127,1892530,2005657
Oregon,M07,2015,5.9,118212,1881735,1999947
Oregon,M06,2015,5.8,115237,1870228,1985465
Oregon,M05,2015,5.5,108460,1853182,1961642
Oregon,M04,2015,5.5,107985,1837937,1945922
Oregon,M03,2015,6.1,117361,1819426,1936787
Oregon,M02,2015,6.2,120953,1815500,1936453
Oregon,M01,2015,6.4,123093,1807731,1930824
Oregon,M12,2014,5.8,113007,1825305,1938312
Oregon,M11,2014,6.2,121028,1837728,1958756
Oregon,M10,2014,6.2,120815,1842457,1963272
Oregon,M09,2014,6.1,119766,1836964,1956730
Oregon,M08,2014,6.8,133711,1833768,1967479
Oregon,M07,2014,7.0,137768,1829545,1967313
Oregon,M06,2014,6.8,132110,1817157,1949267
Oregon,M05,2014,6.6,126047,1797194,1923241
Oregon,M04,2014,6.8,129973,1783686,1913659
Oregon,M03,2014,7.7,147564,1765262,1912826
Oregon,M02,2014,8.0,153007,1754321,1907328
Oregon,M01,2014,7.8,148456,1748069,1896525
Oregon,M12,2013,7.1,134537,1763370,1897907
Oregon,M11,2013,7.2,136883,1776047,1912930
Oregon,M10,2013,7.2,136732,1773635,1910367
Oregon,M09,2013,6.9,132978,1781480,1914458
Oregon,M08,2013,7.6,147043,1779493,1926536
Oregon,M07,2013,8.0,153454,1775187,1928641
Oregon,M06,2013,8.0,153988,1765649,1919637
Oregon,M05,2013,7.6,144066,1752042,1896108
Oregon,M04,2013,8.0,150549,1741439,1891988
Oregon,M03,2013,8.7,164314,1726029,1890343
Oregon,M02,2013,9.1,172454,1723961,1896415
Oregon,M01,2013,9.4,178924,1719598,1898522
Oregon,M12,2012,8.5,162735,1748763,1911498
Oregon,M11,2012,8.3,160453,1770250,1930703
Oregon,M10,2012,8.2,158831,1785694,1944525
Oregon,M09,2012,8.0,154880,1789832,1944712
Oregon,M08,2012,8.7,170303,1791673,1961976
Oregon,M07,2012,9.0,176543,1794876,1971419
Oregon,M06,2012,8.9,174432,1794715,1969147
Oregon,M05,2012,8.4,164586,1789296,1953882
Oregon,M04,2012,8.9,173740,1784859,1958599
Oregon,M03,2012,9.6,188981,1776050,1965031
Oregon,M02,2012,9.8,193318,1773917,1967235
Oregon,M01,2012,9.8,192985,1769557,1962542
Oregon,M12,2011,9.1,179652,1798602,1978254
Oregon,M11,2011,8.9,177412,1816746,1994158
Oregon,M10,2011,8.9,177196,1819091,1996287
Oregon,M09,2011,8.8,176682,1821884,1998566
Oregon,M08,2011,9.4,188450,1824668,2013118
Oregon,M07,2011,9.5,191462,1819681,2011143
Oregon,M06,2011,9.6,192711,1814282,2006993
Oregon,M05,2011,9.1,181396,1804685,1986081
Oregon,M04,2011,9.5,188043,1799739,1987782
Oregon,M03,2011,10.2,202693,1785744,1988437
Oregon,M02,2011,10.4,206942,1777028,1983970
Oregon,M01,2011,10.7,212194,1769688,1981882
Oregon,M12,2010,10.0,197501,1787102,1984603
Oregon,M11,2010,10.1,201381,1799204,2000585
Oregon,M10,2010,9.7,192860,1800884,1993744
Oregon,M09,2010,9.7,192749,1798988,1991737
Oregon,M08,2010,10.2,205431,1800750,2006181
Oregon,M07,2010,10.4,207144,1792463,1999607
Oregon,M06,2010,10.6,211982,1781220,1993202
Oregon,M05,2010,10.4,205758,1765954,1971712
Oregon,M04,2010,11.0,218040,1760383,1978423
Oregon,M03,2010,11.9,233665,1737228,1970893
Oregon,M02,2010,11.9,233304,1729397,1962701
Oregon,M01,2010,11.9,231746,1723334,1955080
Oregon,M12,2009,10.8,211141,1740797,1951938
Oregon,M11,2009,10.3,202049,1759626,1961675
Oregon,M10,2009,10.3,202960,1760247,1963207
Oregon,M09,2009,10.3,202876,1762835,1965711
Oregon,M08,2009,11.0,218603,1769779,1988382
Oregon,M07,2009,11.3,225139,1770620,1995759
Oregon,M06,2009,11.7,233779,1758913,1992692
Oregon,M05,2009,11.6,230012,1746325,1976337
Oregon,M04,2009,12.1,239911,1747598,1987509
Oregon,M03,2009,12.6,250173,1734638,1984811
Oregon,M02,2009,12.1,239612,1742676,1982288
Oregon,M01,2009,11.1,219219,1750129,1969348
Oregon,M12,2008,9.1,178997,1788363,1967360
Oregon,M11,2008,8.2,161364,1818089,1979453
Oregon,M10,2008,7.2,141798,1835318,1977116
Oregon,M09,2008,6.4,125730,1840460,1966190
Oregon,M08,2008,6.5,128972,1850255,1979227
Oregon,M07,2008,6.3,123851,1852512,1976363
Oregon,M06,2008,5.9,114763,1844798,1959561
Oregon,M05,2008,5.3,102998,1832013,1935011
Oregon,M04,2008,5.5,105675,1830376,1936051
Oregon,M03,2008,6.0,116066,1816353,1932419
Oregon,M02,2008,6.1,116724,1809765,1926489
Oregon,M01,2008,6.0,116293,1809923,1926216
Oregon,M12,2007,5.2,99755,1829145,1928900
Oregon,M11,2007,4.9,96128,1846432,1942560
Oregon,M10,2007,4.8,92230,1844020,1936250
Oregon,M09,2007,4.6,88811,1841699,1930510
Oregon,M08,2007,5.0,97154,1842358,1939512
