state,period,year,unemployment_rate,qty_unemployed,qty_employed,labour_force
Colorado,M12,2007,4.0,106291,2581945,2688236
Colorado,M11,2007,3.8,102022,2593328,2695350
Colorado,M10,2007,3.5,93972,2600049,2694021
Colorado,M09,2007,3.5,94629,2598434,2693063
Colorado,M08,2007,3.6,96489,2587367,2683856
Colorado,M07,2007,3.7,100942,2592615,2693557
Colorado,M06,2007,3.8,102732,2578276,2681008
Colorado,M05,2007,3.3,87361,2546845,2634206
Colorado,M04,2007,3.4,88949,2537886,2626835
Colorado,M03,2007,3.8,101056,2528954,2630010
Colorado,M02,2007,4.1,107077,2520827,2627904
Colorado,M01,2007,4.3,111984,2516090,2628074
Colorado,M12,2006,3.7,97124,2546864,2643988
Colorado,M11,2006,3.8,100959,2543910,2644869
Colorado,M10,2006,3.6,95699,2558536,2654235
Colorado,M09,2006,3.9,101960,2540275,2642235
Colorado,M08,2006,4.2,110204,2538784,2648988
Colorado,M07,2006,4.4,117878,2532393,2650271
Colorado,M06,2006,4.6,121906,2519950,2641856
Colorado,M05,2006,4.3,110885,2488971,2599856
Colorado,M04,2006,4.4,113139,2480354,2593493
Colorado,M03,2006,4.8,123882,2464201,2588083
Colorado,M02,2006,4.9,125893,2456876,2582769
Colorado,M01,2006,5.1,130636,2445638,2576274
Colorado,M12,2005,4.7,120283,2464903,2585186
Colorado,M11,2005,4.7,122187,2459354,2581541
Colorado,M10,2005,4.4,114175,2475293,2589468
Colorado,M09,2005,4.6,118063,2460109,2578172
Colorado,M08,2005,4.7,122086,2463445,2585531
Colorado,M07,2005,5.0,129311,2459253,2588564
Colorado,M06,2005,5.2,135356,2443917,2579273
Colorado,M05,2005,4.9,125222,2417498,2542720
Colorado,M04,2005,5.1,129596,2408115,2537711
Colorado,M03,2005,5.6,141485,2392249,2533734
Colorado,M02,2005,5.7,144504,2391916,2536420
Colorado,M01,2005,5.7,143549,2384932,2528481
Colorado,M12,2004,5.2,133306,2407603,2540909
Colorado,M11,2004,5.2,133247,2412816,2546063
Colorado,M10,2004,5.0,127493,2426518,2554011
Colorado,M09,2004,5.0,127596,2424954,2552550
Colorado,M08,2004,5.2,131855,2427138,2558993
Colorado,M07,2004,5.4,137773,2424658,2562431
Colorado,M06,2004,5.7,144198,2406275,2550473
Colorado,M05,2004,5.3,132112,2376972,2509084
Colorado,M04,2004,5.4,135439,2368096,2503535
Colorado,M03,2004,6.0,151282,2352040,2503322
Colorado,M02,2004,6.1,153085,2353244,2506329
Colorado,M01,2004,6.3,158242,2342399,2500641
Colorado,M12,2003,5.7,141521,2357507,2499028
Colorado,M11,2003,5.8,145302,2359566,2504868
Colorado,M10,2003,5.6,139909,2370733,2510642
Colorado,M09,2003,5.6,140887,2362794,2503681
Colorado,M08,2003,5.8,145868,2360821,2506689
Colorado,M07,2003,6.0,151630,2359246,2510876
Colorado,M06,2003,6.3,158654,2350159,2508813
Colorado,M05,2003,5.8,142214,2321070,2463284
Colorado,M04,2003,5.9,145529,2317695,2463224
Colorado,M03,2003,6.3,154933,2302151,2457084
Colorado,M02,2003,6.3,154117,2303381,2457498
Colorado,M01,2003,6.4,155703,2293365,2449068
Colorado,M12,2002,5.6,137195,2311391,2448586
Colorado,M11,2002,5.6,136101,2310368,2446469
Colorado,M10,2002,5.2,129459,2337517,2466976
Colorado,M09,2002,5.3,129751,2340207,2469958
Colorado,M08,2002,5.4,133192,2332835,2466027
Colorado,M07,2002,5.5,135827,2329382,2465209
Colorado,M06,2002,5.8,142041,2319062,2461103
Colorado,M05,2002,5.2,125672,2296716,2422388
Colorado,M04,2002,5.4,131661,2287162,2418823
Colorado,M03,2002,5.8,140883,2280287,2421170
Colorado,M02,2002,5.7,138789,2284322,2423111
Colorado,M01,2002,5.9,143109,2262965,2406074
Colorado,M12,2001,5.1,122739,2297695,2420434
Colorado,M11,2001,4.9,118779,2298628,2417407
Colorado,M10,2001,4.3,105209,2318290,2423499
Colorado,M09,2001,4.0,96713,2315858,2412571
Colorado,M08,2001,4.0,95461,2307085,2402546
Colorado,M07,2001,3.8,91170,2324231,2415401
Colorado,M06,2001,3.7,89448,2310432,2399880
Colorado,M05,2001,3.1,72401,2287544,2359945
Colorado,M04,2001,3.0,70399,2285809,2356208
Colorado,M03,2001,3.3,76950,2283273,2360223
Colorado,M02,2001,3.2,75290,2286450,2361740
Colorado,M01,2001,3.2,76661,2286063,2362724
Colorado,M12,2000,2.5,59926,2307764,2367690
Colorado,M11,2000,2.6,62403,2301554,2363957
Colorado,M10,2000,2.4,57053,2313383,2370436
Colorado,M09,2000,2.6,60406,2304338,2364744
Colorado,M08,2000,2.8,65254,2306307,2371561
Colorado,M07,2000,2.9,67813,2310073,2377886
Colorado,M06,2000,3.0,71098,2309304,2380402
Colorado,M05,2000,2.5,59072,2278169,2337241
Colorado,M04,2000,2.5,59760,2286739,2346499
Colorado,M03,2000,3.0,71050,2274419,2345469
Colorado,M02,2000,3.1,71931,2274887,2346818
Colorado,M01,2000,3.2,75513,2265954,2341467
Arizona,M12,2016,4.7,152384,3109029,3261413
Arizona,M11,2016,4.8,155867,3109640,3265507
Arizona,M10,2016,5.1,167206,3096802,3264008
Arizona,M09,2016,5.4,175080,3088027,3263107
Arizona,M08,2016,5.8,186548,3057135,3243683
Arizona,M07,2016,5.7,186236,3054038,3240274
Arizona,M06,2016,5.7,183455,3055749,3239204
Arizona,M05,2016,5.1,163739,3057063,3220802
Arizona,M04,2016,5.2,167967,3052150,3220117
Arizona,M03,2016,5.3,171025,3052289,3223314
Arizona,M02,2016,5.3,171147,3043812,3214959
Arizona,M01,2016,5.6,178545,3019432,3197977
Arizona,M12,2015,5.4,172789,3019906,3192695
Arizona,M11,2015,5.6,178770,3016366,3195136
Arizona,M10,2015,5.9,186750,3001274,3188024
Arizona,M09,2015,6.1,192588,2983805,3176393
Arizona,M08,2015,6.5,205564,2965342,3170906
Arizona,M07,2015,6.5,206319,2959916,3166235
Arizona,M06,2015,6.3,200488,2968912,3169400
Arizona,M05,2015,5.9,186624,2972365,3158989
Arizona,M04,2015,5.8,181351,2967150,3148501
Arizona,M03,2015,5.9,185229,2952541,3137770
Arizona,M02,2015,6.0,189411,2948363,3137774
Arizona,M01,2015,6.5,203876,2932881,3136757
Arizona,M12,2014,6.1,191549,2939162,3130711
Arizona,M11,2014,6.3,196962,2943172,3140134
Arizona,M10,2014,6.5,204531,2931043,3135574
Arizona,M09,2014,6.8,212741,2905984,3118725
Arizona,M08,2014,7.3,226068,2874095,3100163
Arizona,M07,2014,7.3,227380,2874123,3101503
Arizona,M06,2014,7.1,219834,2881094,3100928
Arizona,M05,2014,6.6,204455,2870276,3074731
Arizona,M04,2014,6.3,192544,2871477,3064021
Arizona,M03,2014,6.9,210809,2864938,3075747
Arizona,M02,2014,6.9,211424,2849262,3060686
Arizona,M01,2014,7.2,218357,2832057,3050414
Arizona,M12,2013,7.0,213499,2836503,3050002
Arizona,M11,2013,7.2,219701,2835047,3054748
Arizona,M10,2013,7.7,234151,2807227,3041378
Arizona,M09,2013,7.9,241125,2820283,3061408
Arizona,M08,2013,8.3,254184,2791809,3045993
Arizona,M07,2013,8.3,253152,2793476,3046628
Arizona,M06,2013,8.2,251554,2799653,3051207
Arizona,M05,2013,7.6,229166,2798554,3027720
Arizona,M04,2013,7.4,223349,2796582,3019931
Arizona,M03,2013,7.5,227177,2783755,3010932
Arizona,M02,2013,7.6,229128,2784468,3013596
Arizona,M01,2013,8.2,245892,2770766,3016658
Arizona,M12,2012,7.7,231963,2792963,3024926
Arizona,M11,2012,7.6,228714,2796543,3025257
Arizona,M10,2012,8.0,242487,2802293,3044780
Arizona,M09,2012,8.2,249483,2794236,3043719
Arizona,M08,2012,8.9,268240,2760976,3029216
Arizona,M07,2012,9.2,278251,2760372,3038623
Arizona,M06,2012,8.9,270045,2773931,3043976
Arizona,M05,2012,8.3,249605,2774610,3024215
Arizona,M04,2012,8.0,242088,2775048,3017136
Arizona,M03,2012,8.2,247868,2773382,3021250
Arizona,M02,2012,8.4,255111,2765636,3020747
Arizona,M01,2012,8.8,266493,2746202,3012695
Arizona,M12,2011,8.5,258710,2767372,3026082
Arizona,M11,2011,8.6,260006,2771520,3031526
Arizona,M10,2011,9.2,281277,2761627,3042904
Arizona,M09,2011,9.7,294074,2749981,3044055
Arizona,M08,2011,10.1,306952,2730578,3037530
Arizona,M07,2011,10.4,316488,2721077,3037565
Arizona,M06,2011,10.5,321949,2735012,3056961
Arizona,M05,2011,9.0,272704,2749559,3022263
Arizona,M04,2011,9.2,278280,2755651,3033931
Arizona,M03,2011,9.3,281253,2755519,3036772
Arizona,M02,2011,9.5,287934,2747262,3035196
Arizona,M01,2011,10.0,302938,2736477,3039415
Arizona,M12,2010,9.6,292729,2758177,3050906
Arizona,M11,2010,10.0,305994,2762786,3068780
Arizona,M10,2010,10.0,308121,2765261,3073382
Arizona,M09,2010,10.4,321367,2769823,3091190
Arizona,M08,2010,10.8,334974,2757981,3092955
Arizona,M07,2010,10.8,332603,2756102,3088705
Arizona,M06,2010,10.5,324108,2772243,3096351
Arizona,M05,2010,10.0,310530,2780676,3091206
Arizona,M04,2010,10.1,315212,2798099,3113311
Arizona,M03,2010,10.4,322451,2774614,3097065
Arizona,M02,2010,10.7,331045,2774348,3105393
Arizona,M01,2010,11.1,343882,2763335,3107217
Arizona,M12,2009,10.6,327651,2771215,3098866
Arizona,M11,2009,10.7,333907,2796062,3129969
Arizona,M10,2009,11.0,342755,2787217,3129972
Arizona,M09,2009,11.0,344927,2793248,3138175
Arizona,M08,2009,11.0,344704,2803128,3147832
Arizona,M07,2009,10.6,333040,2817280,3150320
Arizona,M06,2009,10.1,318563,2825981,3144544
Arizona,M05,2009,9.3,290147,2828954,3119101
Arizona,M04,2009,8.9,279248,2847499,3126747
Arizona,M03,2009,8.9,276839,2838171,3115010
Arizona,M02,2009,8.6,269450,2850786,3120236
Arizona,M01,2009,8.5,265168,2851388,3116556
Arizona,M12,2008,7.8,245014,2891026,3136040
Arizona,M11,2008,7.4,232414,2909898,3142312
Arizona,M10,2008,7.2,227681,2919164,3146845
Arizona,M09,2008,7.2,226257,2911623,3137880
Arizona,M08,2008,7.2,226000,2901941,3127941
Arizona,M07,2008,6.6,206931,2911106,3118037
Arizona,M06,2008,6.1,191462,2922000,3113462
Arizona,M05,2008,5.4,165262,2915179,3080441
Arizona,M04,2008,4.7,144983,2927601,3072584
Arizona,M03,2008,4.7,145028,2920500,3065528
Arizona,M02,2008,4.5,136914,2918561,3055475
Arizona,M01,2008,4.7,143570,2918237,3061807
Arizona,M12,2007,4.2,128842,2928811,3057653
Arizona,M11,2007,4.0,122313,2943481,3065794
Arizona,M10,2007,3.9,120280,2931187,3051467
Arizona,M09,2007,4.0,120639,2929813,3050452
Arizona,M08,2007,4.1,123561,2905900,3029461
Arizona,M07,2007,4.0,121726,2916634,3038360
Arizona,M06,2007,3.8,116406,2918505,3034911
Arizona,M05,2007,3.4,101041,2905154,3006195
Arizona,M04,2007,3.5,104770,2903843,3008613
Arizona,M03,2007,3.6,108628,2914052,3022680
Arizona,M02,2007,3.7,111686,2907332,3019018
Arizona,M01,2007,4.1,122898,2900697,3023595
Arizona,M12,2006,3.6,110093,2932134,3042227
Arizona,M11,2006,3.8,116017,2924084,3040101
Arizona,M10,2006,3.9,119324,2919301,3038625
Arizona,M09,2006,4.3,129631,2889398,3019029
Arizona,M08,2006,4.6,137621,2872643,3010264
Arizona,M07,2006,4.6,138910,2859746,2998656
Arizona,M06,2006,4.5,134598,2857877,2992475
Arizona,M05,2006,4.0,119619,2842521,2962140
Arizona,M04,2006,4.1,122207,2835831,2958038
Arizona,M03,2006,4.2,124208,2826930,2951138
Arizona,M02,2006,4.4,128577,2815585,2944162
Arizona,M01,2006,4.5,131872,2796570,2928442
Arizona,M12,2005,4.2,121636,2808118,2929754
Arizona,M11,2005,4.5,130761,2799267,2930028
Arizona,M10,2005,4.5,131986,2794213,2926199
Arizona,M09,2005,4.8,139507,2772904,2912411
Arizona,M08,2005,5.0,144363,2764240,2908603
Arizona,M07,2005,5.0,143566,2753108,2896674
Arizona,M06,2005,4.9,141748,2747345,2889093
Arizona,M05,2005,4.4,127329,2734086,2861415
Arizona,M04,2005,4.6,130791,2724613,2855404
Arizona,M03,2005,4.7,133637,2702663,2836300
Arizona,M02,2005,4.7,134289,2696523,2830812
Arizona,M01,2005,4.9,138629,2683378,2822007
Arizona,M12,2004,4.4,123763,2701847,2825610
Arizona,M11,2004,4.5,128512,2702135,2830647
Arizona,M10,2004,4.7,133633,2688693,2822326
Arizona,M09,2004,4.9,137822,2671378,2809200
Arizona,M08,2004,5.3,148564,2660603,2809167
Arizona,M07,2004,5.4,151881,2656076,2807957
Arizona,M06,2004,5.4,152130,2648461,2800591
Arizona,M05,2004,4.9,135762,2634856,2770618
Arizona,M04,2004,5.1,140951,2630899,2771850
Arizona,M03,2004,5.2,144266,2626678,2770944
Arizona,M02,2004,5.1,139986,2628984,2768970
Arizona,M01,2004,5.5,152827,2614525,2767352
Arizona,M12,2003,4.9,136322,2627323,2763645
Arizona,M11,2003,5.2,142563,2624589,2767152
Arizona,M10,2003,5.5,150758,2608972,2759730
Arizona,M09,2003,5.9,161000,2590628,2751628
Arizona,M08,2003,6.2,171352,2573338,2744690
Arizona,M07,2003,6.1,168224,2568060,2736284
Arizona,M06,2003,6.3,173220,2577974,2751194
Arizona,M05,2003,5.6,153001,2565158,2718159
Arizona,M04,2003,5.6,152559,2567218,2719777
Arizona,M03,2003,5.7,154611,2556265,2710876
Arizona,M02,2003,5.8,156224,2551711,2707935
Arizona,M01,2003,6.1,165923,2535011,2700934
Arizona,M12,2002,5.7,153937,2548049,2701986
Arizona,M11,2002,5.9,158503,2545097,2703600
Arizona,M10,2002,6.0,163567,2547617,2711184
Arizona,M09,2002,6.2,169101,2542802,2711903
Arizona,M08,2002,6.7,180738,2517556,2698294
Arizona,M07,2002,6.5,175775,2508385,2684160
Arizona,M06,2002,6.5,175161,2512787,2687948
Arizona,M05,2002,5.9,158254,2505969,2664223
Arizona,M04,2002,5.9,157205,2500877,2658082
Arizona,M03,2002,5.9,156449,2499367,2655816
Arizona,M02,2002,5.7,152336,2497626,2649962
Arizona,M01,2002,6.1,159950,2465945,2625895
Arizona,M12,2001,5.3,139257,2495064,2634321
Arizona,M11,2001,5.3,138119,2486056,2624175
Arizona,M10,2001,5.3,138188,2481616,2619804
Arizona,M09,2001,5.5,142930,2469210,2612140
Arizona,M08,2001,5.6,144425,2438638,2583063
Arizona,M07,2001,5.0,130486,2456565,2587051
Arizona,M06,2001,5.0,128020,2453519,2581539
Arizona,M05,2001,4.1,105634,2451591,2557225
Arizona,M04,2001,4.1,104576,2456139,2560715
Arizona,M03,2001,4.1,105944,2459004,2564948
Arizona,M02,2001,3.9,99146,2452493,2551639
Arizona,M01,2001,4.3,108704,2438079,2546783
Arizona,M12,2000,3.5,88374,2455539,2543913
Arizona,M11,2000,3.5,88392,2439410,2527802
Arizona,M10,2000,3.8,95167,2427984,2523151
Arizona,M09,2000,4.0,101478,2409529,2511007
Arizona,M08,2000,4.5,113626,2391290,2504916
Arizona,M07,2000,4.4,109829,2392192,2502021
Arizona,M06,2000,4.3,107543,2407989,2515532
Arizona,M05,2000,3.8,94604,2392726,2487330
Arizona,M04,2000,3.6,91043,2409399,2500442
Arizona,M03,2000,3.9,98117,2403978,2502095
Arizona,M02,2000,3.9,97464,2405352,2502816
Arizona,M01,2000,4.2,105985,2391578,2497563
Washington,M12,2016,5.3,193221,3473180,3666401
Washington,M11,2016,5.1,188004,3483125,3671129
Washington,M10,2016,5.0,184152,3497148,3681300
Washington,M09,2016,5.1,185885,3480568,3666453
Washington,M08,2016,5.3,193627,3465143,3658770
Washington,M07,2016,5.4,198745,3476514,3675259
Washington,M06,2016,5.4,196498,3459104,3655602
Washington,M05,2016,5.2,190151,3435080,3625231
Washington,M04,2016,5.3,190589,3422483,3613072
Washington,M03,2016,5.8,210755,3413673,3624428
Washington,M02,2016,6.1,221553,3386550,3608103
Washington,M01,2016,6.2,222835,3357993,3580828
Washington,M12,2015,5.8,208260,3367106,3575366
Washington,M11,2015,5.6,200738,3363184,3563922
Washington,M10,2015,5.3,188424,3374441,3562865
Washington,M09,2015,5.2,183876,3361815,3545691
Washington,M08,2015,5.4,190266,3357488,3547754
Washington,M07,2015,5.5,197936,3370755,3568691
Washington,M06,2015,5.4,192713,3365434,3558147
Washington,M05,2015,5.5,196518,3348891,3545409
Washington,M04,2015,5.2,183330,3337277,3520607
Washington,M03,2015,5.8,204282,3319822,3524104
Washington,M02,2015,6.3,223488,3300600,3524088
Washington,M01,2015,6.5,228208,3283205,3511413
Washington,M12,2014,5.9,208175,3302158,3510333
Washington,M11,2014,6.0,209473,3306193,3515666
Washington,M10,2014,5.6,197952,3324889,3522841
Washington,M09,2014,5.6,197212,3305169,3502381
Washington,M08,2014,6.0,209485,3293385,3502870
Washington,M07,2014,6.0,211625,3310559,3522184
Washington,M06,2014,5.8,202586,3290774,3493360
Washington,M05,2014,6.0,207359,3265440,3472799
Washington,M04,2014,5.7,197205,3255303,3452508
Washington,M03,2014,6.7,232799,3244212,3477011
Washington,M02,2014,7.2,248773,3218921,3467694
Washington,M01,2014,7.0,242220,3203473,3445693
Washington,M12,2013,6.6,228942,3221339,3450281
Washington,M11,2013,6.6,227403,3228844,3456247
Washington,M10,2013,6.5,226774,3237664,3464438
Washington,M09,2013,6.4,221450,3242510,3463960
Washington,M08,2013,6.8,234970,3232641,3467611
Washington,M07,2013,6.9,240878,3250647,3491525
Washington,M06,2013,7.0,244731,3239112,3483843
Washington,M05,2013,6.9,239574,3220358,3459932
Washington,M04,2013,6.8,234146,3212657,3446803
Washington,M03,2013,7.4,256960,3196156,3453116
Washington,M02,2013,8.1,278823,3178581,3457404
Washington,M01,2013,8.4,288920,3162341,3451261
Washington,M12,2012,7.6,260890,3190321,3451211
Washington,M11,2012,7.3,250641,3201719,3452360
Washington,M10,2012,7.2,249724,3229822,3479546
Washington,M09,2012,7.3,253201,3212686,3465887
Washington,M08,2012,7.9,274097,3192496,3466593
Washington,M07,2012,8.2,286256,3211726,3497982
Washington,M06,2012,8.2,286918,3208095,3495013
Washington,M05,2012,8.2,285613,3191681,3477294
Washington,M04,2012,8.0,277566,3182211,3459777
Washington,M03,2012,8.9,308147,3171282,3479429
Washington,M02,2012,9.4,326271,3149801,3476072
Washington,M01,2012,9.4,324812,3129408,3454220
Washington,M12,2011,8.8,304655,3148024,3452679
Washington,M11,2011,8.7,299338,3152477,3451815
Washington,M10,2011,8.6,297041,3170561,3467602
Washington,M09,2011,8.7,301575,3158253,3459828
Washington,M08,2011,9.0,311660,3153374,3465034
Washington,M07,2011,9.1,316851,3163150,3480001
Washington,M06,2011,9.4,325617,3148814,3474431
Washington,M05,2011,9.3,320667,3136766,3457433
Washington,M04,2011,9.1,314715,3132138,3446853
Washington,M03,2011,9.9,341199,3121076,3462275
Washington,M02,2011,10.4,359310,3101864,3461174
Washington,M01,2011,10.5,362227,3095780,3458007
Washington,M12,2010,9.6,333850,3132092,3465942
Washington,M11,2010,9.8,339836,3145218,3485054
Washington,M10,2010,9.1,319498,3177408,3496906
Washington,M09,2010,9.3,325488,3176215,3501703
Washington,M08,2010,9.6,337371,3177426,3514797
Washington,M07,2010,9.5,335591,3196074,3531665
Washington,M06,2010,9.8,344103,3183313,3527416
Washington,M05,2010,9.9,346766,3170459,3517225
Washington,M04,2010,10.0,351319,3173310,3524629
Washington,M03,2010,10.9,383888,3147472,3531360
Washington,M02,2010,11.2,395374,3127044,3522418
Washington,M01,2010,11.3,396296,3120494,3516790
Washington,M12,2009,10.5,369429,3148928,3518357
Washington,M11,2009,9.9,350402,3175204,3525606
Washington,M10,2009,9.7,345138,3204231,3549369
Washington,M09,2009,9.7,346390,3209163,3555553
Washington,M08,2009,9.6,342877,3222771,3565648
Washington,M07,2009,9.2,330670,3251174,3581844
Washington,M06,2009,9.2,326529,3234063,3560592
Washington,M05,2009,8.7,308090,3216695,3524785
Washington,M04,2009,8.3,289839,3223145,3512984
Washington,M03,2009,8.5,299096,3214721,3513817
Washington,M02,2009,8.5,298821,3218093,3516914
Washington,M01,2009,7.9,275336,3221599,3496935
Washington,M12,2008,6.6,231396,3270034,3501430
Washington,M11,2008,6.0,209061,3292276,3501337
Washington,M10,2008,5.4,189309,3320005,3509314
Washington,M09,2008,5.1,178117,3309585,3487702
Washington,M08,2008,5.4,188860,3309050,3497910
Washington,M07,2008,5.2,183553,3327647,3511200
Washington,M06,2008,5.2,181375,3307032,3488407
Washington,M05,2008,5.0,174180,3283780,3457960
Washington,M04,2008,4.7,160935,3285542,3446477
Washington,M03,2008,5.2,179880,3275568,3455448
Washington,M02,2008,5.5,188269,3257932,3446201
Washington,M01,2008,5.3,182284,3257256,3439540
Washington,M12,2007,4.8,165150,3274759,3439909
Washington,M11,2007,4.6,158285,3285378,3443663
Washington,M10,2007,4.2,143585,3293928,3437513
Washington,M09,2007,4.3,147847,3275387,3423234
Washington,M08,2007,4.5,153721,3261295,3415016
Washington,M07,2007,4.6,156811,3279160,3435971
Washington,M06,2007,4.5,154763,3260719,3415482
Washington,M05,2007,4.5,150730,3228462,3379192
Washington,M04,2007,4.5,149764,3214930,3364694
Washington,M03,2007,5.0,168358,3205755,3374113
Washington,M02,2007,5.5,183518,3177592,3361110
Washington,M01,2007,5.5,185732,3162335,3348067
Washington,M12,2006,4.9,164601,3193816,3358417
Washington,M11,2006,5.0,166208,3185116,3351324
Washington,M10,2006,4.4,146466,3202014,3348480
Washington,M09,2006,4.7,155441,3173545,3328986
Washington,M08,2006,5.0,166851,3170804,3337655
Washington,M07,2006,5.0,167522,3184287,3351809
Washington,M06,2006,5.0,167755,3168487,3336242
Washington,M05,2006,5.0,164979,3140919,3305898
Washington,M04,2006,4.8,158013,3134821,3292834
Washington,M03,2006,5.3,175481,3126786,3302267
Washington,M02,2006,5.8,190156,3104585,3294741
Washington,M01,2006,5.6,184272,3094327,3278599
Washington,M12,2005,5.1,168935,3115776,3284711
Washington,M11,2005,5.4,176702,3112268,3288970
Washington,M10,2005,4.9,162599,3134779,3297378
Washington,M09,2005,5.2,168854,3106157,3275011
Washington,M08,2005,5.3,174300,3111199,3285499
Washington,M07,2005,5.3,175816,3121688,3297504
Washington,M06,2005,5.5,179965,3095839,3275804
Washington,M05,2005,5.4,176960,3070754,3247714
Washington,M04,2005,5.5,177507,3057506,3235013
Washington,M03,2005,6.0,194626,3038427,3233053
Washington,M02,2005,6.6,212744,3016691,3229435
Washington,M01,2005,6.4,206640,3007706,3214346
Washington,M12,2004,5.9,190381,3036314,3226695
Washington,M11,2004,5.8,185875,3033095,3218970
Washington,M10,2004,5.4,172919,3044110,3217029
Washington,M09,2004,5.4,173593,3020211,3193804
Washington,M08,2004,5.8,186593,3019379,3205972
Washington,M07,2004,5.9,191306,3032956,3224262
Washington,M06,2004,6.2,199413,3009711,3209124
Washington,M05,2004,6.1,194546,2981354,3175900
Washington,M04,2004,6.3,198993,2973462,3172455
Washington,M03,2004,7.2,228140,2956699,3184839
Washington,M02,2004,7.5,238411,2936744,3175155
Washington,M01,2004,7.7,243426,2917505,3160931
Washington,M12,2003,7.0,220647,2939410,3160057
Washington,M11,2003,7.1,223986,2932800,3156786
Washington,M10,2003,6.6,208420,2942365,3150785
Washington,M09,2003,6.9,215396,2913263,3128659
Washington,M08,2003,7.3,227825,2907424,3135249
Washington,M07,2003,7.3,229202,2917617,3146819
Washington,M06,2003,7.6,239141,2898579,3137720
Washington,M05,2003,7.3,227516,2872343,3099859
Washington,M04,2003,7.5,231205,2870146,3101351
Washington,M03,2003,8.0,247667,2862025,3109692
Washington,M02,2003,8.2,255517,2851896,3107413
Washington,M01,2003,8.1,251969,2842493,3094462
Washington,M12,2002,7.4,227670,2864647,3092317
Washington,M11,2002,7.3,225272,2864037,3089309
Washington,M10,2002,6.6,204335,2902500,3106835
Washington,M09,2002,6.7,206321,2891976,3098297
Washington,M08,2002,7.1,218861,2880891,3099752
Washington,M07,2002,7.1,220745,2890808,3111553
Washington,M06,2002,7.3,226304,2866628,3092932
Washington,M05,2002,7.3,222650,2844108,3066758
Washington,M04,2002,7.6,233779,2829854,3063633
Washington,M03,2002,8.0,246766,2822633,3069399
Washington,M02,2002,8.2,250625,2814127,3064752
Washington,M01,2002,8.3,253601,2784937,3038538
Washington,M12,2001,7.3,221613,2822854,3044467
Washington,M11,2001,7.0,212388,2820913,3033301
Washington,M10,2001,6.1,186709,2851409,3038118
Washington,M09,2001,5.9,178912,2843804,3022716
Washington,M08,2001,6.2,188501,2837709,3026210
Washington,M07,2001,5.9,179783,2880336,3060119
Washington,M06,2001,6.1,184914,2861517,3046431
Washington,M05,2001,5.9,177690,2849125,3026815
Washington,M04,2001,5.9,178550,2850329,3028879
Washington,M03,2001,6.4,195905,2858408,3054313
Washington,M02,2001,6.6,200764,2848174,3048938
Washington,M01,2001,6.3,192178,2849921,3042099
Washington,M12,2000,5.3,160303,2883404,3043707
Washington,M11,2000,5.2,158871,2878371,3037242
Washington,M10,2000,4.6,140914,2906504,3047418
Washington,M09,2000,4.7,141916,2888440,3030356
Washington,M08,2000,5.2,158715,2899863,3058578
Washington,M07,2000,5.1,155901,2922080,3077981
Washington,M06,2000,5.0,153912,2924913,3078825
Washington,M05,2000,5.0,151672,2901298,3052970
Washington,M04,2000,4.8,146424,2913811,3060235
Washington,M03,2000,5.5,169206,2912153,3081359
Washington,M02,2000,5.9,181966,2895010,3076976
Washington,M01,2000,5.7,174360,2892052,3066412
South Dakota,M12,2016,3.1,13748,436952,450700
South Dakota,M11,2016,2.7,12215,441825,454040
South Dakota,M10,2016,2.4,11096,443886,454982
South Dakota,M09,2016,2.5,11406,439945,451351
South Dakota,M08,2016,2.7,12510,445669,458179
South Dakota,M07,2016,2.6,11911,450478,462389
South Dakota,M06,2016,2.8,12784,448718,461502
South Dakota,M05,2016,2.6,11951,441299,453250
South Dakota,M04,2016,2.7,12268,438315,450583
South Dakota,M03,2016,3.2,14162,435063,449225
South Dakota,M02,2016,3.3,14734,432251,446985
South Dakota,M01,2016,3.3,14459,429183,443642
South Dakota,M12,2015,2.9,13007,435762,448769
South Dakota,M11,2015,2.6,11943,438957,450900
South Dakota,M10,2015,2.4,10839,440431,451270
South Dakota,M09,2015,2.6,11498,436979,448477
South Dakota,M08,2015,2.8,12812,442326,455138
South Dakota,M07,2015,2.8,12917,446445,459362
South Dakota,M06,2015,3.0,13981,445516,459497
South Dakota,M05,2015,3.1,13983,438674,452657
South Dakota,M04,2015,3.2,14168,435269,449437
South Dakota,M03,2015,3.8,16836,431626,448462
South Dakota,M02,2015,3.8,17121,428452,445573
South Dakota,M01,2015,3.9,17152,425181,442333
South Dakota,M12,2014,3.5,15539,431176,446715
South Dakota,M11,2014,3.3,14729,434416,449145
South Dakota,M10,2014,2.8,12777,436723,449500
South Dakota,M09,2014,2.9,13093,433424,446517
South Dakota,M08,2014,3.1,14106,438545,452651
South Dakota,M07,2014,3.0,13739,442383,456122
South Dakota,M06,2014,3.2,14799,440919,455718
South Dakota,M05,2014,3.3,14717,434024,448741
South Dakota,M04,2014,3.6,15988,430035,446023
South Dakota,M03,2014,4.1,18264,426761,445025
South Dakota,M02,2014,4.2,18465,424226,442691
South Dakota,M01,2014,4.2,18314,421255,439569
South Dakota,M12,2013,3.6,16053,426605,442658
South Dakota,M11,2013,3.5,15499,430600,446099
South Dakota,M10,2013,3.3,14585,431513,446098
South Dakota,M09,2013,3.3,14820,428356,443176
South Dakota,M08,2013,3.5,15766,433636,449402
South Dakota,M07,2013,3.4,15465,437239,452704
